Name,playerid,Team,Pos,VBD,height,weight,z_score,BMI,combined_data,label
Corey Davis,DaviCo03,TEN,WR,-77,75,209,-0.09654787379089394,26.120355555555555,-0.0965478737908939_75_209_26.1203555555556,4
Jacob Hollister,HollJa03,NWE,TE,-77,76,239,-0.09654787379089394,29.088815789473685,-0.0965478737908939_76_239_29.0888157894737,4
Michael Roberts,RobeMi01,DET,TE,-77,76,270,-0.09654787379089394,32.86184210526316,-0.0965478737908939_76_270_32.8618421052632,4
Sean McGrath,McGrSe00,LAC,TE,-77,77,247,-0.09654787379089394,29.286726260752236,-0.0965478737908939_77_247_29.2867262607522,4
Tyler Eifert,EifeTy00,CIN,TE,-77,78,250,-0.09654787379089394,28.887245233399078,-0.0965478737908939_78_250_28.8872452333991,4
Ifeanyi Momah,MomaIf00,ARI,TE,-77,79,239,-0.09654787379089394,26.921486941195322,-0.0965478737908939_79_239_26.9214869411953,4
Chester Rogers,RogeCh02,IND,WR,-78,73,180,-0.11110491966689029,23.74554325389379,-0.11110491966689_73_180_23.7455432538938,3
Tyler Boyd,BoydTy00,CIN,WR,-78,73,197,-0.11110491966689029,25.988177894539312,-0.11110491966689_73_197_25.9881778945393,3
Will Tye,TyexWi00,NYJ,TE,-78,74,262,-0.11110491966689029,33.63513513513514,-0.11110491966689_74_262_33.6351351351351,3
Randall Telfer,TelfRa00,CLE,TE,-78,75,242,-0.11110491966689029,30.244622222222223,-0.11110491966689_75_242_30.2446222222222,3
James Develin*,DeveJa00,NWE,TE,-78,75,251,-0.11110491966689029,31.369422222222223,-0.11110491966689_75_251_31.3694222222222,3
Blake Bell,BellBl00,MIN,TE,-78,78,263,-0.11110491966689029,30.38938198553583,-0.11110491966689_78_263_30.3893819855358,3
Andre Ellington,ElliAn00,2TM,RB,-79,70,199,-0.12566196554288664,28.550408163265306,-0.125661965542887_70_199_28.5504081632653,3
Emanuel Byrd,ByrdEm00,GNB,TE,-79,74,239,-0.12566196554288664,30.68243243243243,-0.125661965542887_74_239_30.6824324324324,3
Darrell Daniels,DaniDa02,IND,TE,-79,75,247,-0.12566196554288664,30.869511111111112,-0.125661965542887_75_247_30.8695111111111,3
DeShone Kizer,KizeDe00,CLE,QB,-79,76,233,-0.12566196554288664,28.35855263157895,-0.125661965542887_76_233_28.3585526315789,3
Geoff Swaim,SwaiGe00,DAL,TE,-79,76,250,-0.12566196554288664,30.42763157894737,-0.125661965542887_76_250_30.4276315789474,3
Taywan Taylor,TaylTa00,TEN,WR,-80,71,203,-0.140219011418883,28.309660781590953,-0.140219011418883_71_203_28.309660781591,3
Cole Hikutini,HikuCo00,SFO,TE,-80,76,247,-0.140219011418883,30.0625,-0.140219011418883_76_247_30.0625,3
MarQueis Gray,GrayMa00,MIA,TE,-80,76,250,-0.140219011418883,30.42763157894737,-0.140219011418883_76_250_30.4276315789474,3
Chris Manhertz,ManhCh00,CAR,TE,-80,78,255,-0.140219011418883,29.464990138067062,-0.140219011418883_78_255_29.4649901380671,3
Jakeem Grant,GranJa00,MIA,WR,-81,66,165,-0.15477605729487934,26.62878787878788,-0.154776057294879_66_165_26.6287878787879,3
Jarius Wright,WrigJa02,MIN,WR,-81,70,182,-0.15477605729487934,26.111428571428572,-0.154776057294879_70_182_26.1114285714286,3
Charcandrick West,WestCh01,KAN,RB,-81,70,205,-0.15477605729487934,29.41122448979592,-0.154776057294879_70_205_29.4112244897959,3
Jordan Matthews,MattJo00,BUF,WR,-81,75,212,-0.15477605729487934,26.49528888888889,-0.154776057294879_75_212_26.4952888888889,3
Jamaal Charles,CharJa00,DEN,RB,-82,71,199,-0.1693331031708757,27.751834953382264,-0.169333103170876_71_199_27.7518349533823,3
Deshaun Watson,WatsDe00,HOU,QB,-82,74,221,-0.1693331031708757,28.37162162162162,-0.169333103170876_74_221_28.3716216216216,3
Tavon Austin,AustTa00,LAR,WR,-83,69,174,-0.18389014904687204,25.692501575299307,-0.183890149046872_69_174_25.6925015752993,3
Andre Holmes,HolmAn00,BUF,WR,-83,77,208,-0.18389014904687204,24.66250632484399,-0.183890149046872_77_208_24.662506324844,3
Terrelle Pryor,PryoTe00,WAS,WR,-83,78,240,-0.18389014904687204,27.731755424063117,-0.183890149046872_78_240_27.7317554240631,3
Mack Hollins,HollMa00,PHI,WR,-84,76,221,-0.1984471949228684,26.898026315789473,-0.198447194922868_76_221_26.8980263157895,3
Michael Campanaro,CampMi02,BAL,WR,-85,69,192,-0.21300424079886474,28.35034656584751,-0.213004240798865_69_192_28.3503465658475,3
Russell Shepard,ShepRu00,CAR,WR,-85,73,195,-0.21300424079886474,25.724338525051603,-0.213004240798865_73_195_25.7243385250516,3
De'Anthony Thomas,ThomDe05,KAN,WR,-86,69,174,-0.22756128667486109,25.692501575299307,-0.227561286674861_69_174_25.6925015752993,3
Shane Vereen,VereSh00,NYG,RB,-87,70,200,-0.24211833255085743,28.693877551020407,-0.242118332550857_70_200_28.6938775510204,3
Damien Williams,WillDa05,MIA,RB,-87,71,211,-0.24211833255085743,29.42531243800833,-0.242118332550857_71_211_29.4253124380083,3
Charles Sims,SimsCh00,TAM,RB,-87,72,214,-0.24211833255085743,29.020447530864196,-0.242118332550857_72_214_29.0204475308642,3
Kendrick Bourne,BourKe00,SFO,WR,-87,73,203,-0.24211833255085743,26.77969600300244,-0.242118332550857_73_203_26.7796960030024,3
Corey Grant,GranCo00,JAX,RB,-88,71,205,-0.2566753784268538,28.5885736956953,-0.256675378426854_71_205_28.5885736956953,3
Robert Kelley,KellRo00,WAS,RB,-88,72,228,-0.2566753784268538,30.91898148148148,-0.256675378426854_72_228_30.9189814814815,3
Jacquizz Rodgers,RodgJa00,TAM,RB,-89,67,190,-0.27123242430285016,29.754956560481176,-0.27123242430285_67_190_29.7549565604812,3
Damiere Byrd,ByrdDa00,CAR,WR,-89,69,180,-0.27123242430285016,26.578449905482042,-0.27123242430285_69_180_26.578449905482,3
Jeremy Kerley,KerlJe00,NYJ,WR,-89,69,188,-0.27123242430285016,27.759714345725687,-0.27123242430285_69_188_27.7597143457257,3
Alex Erickson,EricAl01,CIN,WR,-89,72,195,-0.27123242430285016,26.44386574074074,-0.27123242430285_72_195_26.4438657407407,3
Alfred Blue,BlueAl00,HOU,RB,-89,74,223,-0.27123242430285016,28.62837837837838,-0.27123242430285_74_223_28.6283783783784,3
Mike Davis,DaviMi01,SEA,RB,-90,69,223,-0.2857894701788465,32.92774627179164,-0.285789470178846_69_223_32.9277462717916,3
Mike Tolbert,TolbMi00,BUF,RB,-90,69,243,-0.2857894701788465,35.880907372400756,-0.285789470178846_69_243_35.8809073724008,3
Benny Cunningham,CunnBe01,CHI,RB,-90,70,210,-0.2857894701788465,30.12857142857143,-0.285789470178846_70_210_30.1285714285714,3
Kyle Juszczyk*,JuszKy00,SFO,RB,-90,74,248,-0.2857894701788465,31.83783783783784,-0.285789470178846_74_248_31.8378378378378,3
Geronimo Allison,AlliGe01,GNB,WR,-90,75,202,-0.2857894701788465,25.24551111111111,-0.285789470178846_75_202_25.2455111111111,3
Malcolm Brown,BrowMa03,LAR,RB,-91,71,224,-0.30034651605484286,31.23824637968657,-0.300346516054843_71_224_31.2382463796866,3
Braxton Miller,MillBr03,HOU,WR,-91,73,204,-0.30034651605484286,26.911615687746295,-0.300346516054843_73_204_26.9116156877463,3
Demarcus Robinson,RobiDe01,KAN,WR,-92,73,203,-0.3149035619308392,26.77969600300244,-0.314903561930839_73_203_26.7796960030024,3
Phillip Dorsett,DorsPh00,NWE,WR,-93,70,183,-0.32946060780683556,26.254897959183673,-0.329460607806836_70_183_26.2548979591837,3
Wendell Smallwood,SmalWe00,PHI,RB,-93,70,208,-0.32946060780683556,29.841632653061225,-0.329460607806836_70_208_29.8416326530612,3
Laquon Treadwell,TreaLa00,MIN,WR,-93,74,221,-0.32946060780683556,28.37162162162162,-0.329460607806836_74_221_28.3716216216216,3
Eli Rogers,RogeEl00,PIT,WR,-94,70,187,-0.3440176536828319,26.828775510204082,-0.344017653682832_70_187_26.8287755102041,3
Chris Carson,CarsCh00,SEA,RB,-94,72,218,-0.3440176536828319,29.562885802469136,-0.344017653682832_72_218_29.5628858024691,3
Curtis Samuel,SamuCu00,CAR,WR,-95,71,196,-0.35857469955882826,27.33346558222575,-0.358574699558828_71_196_27.3334655822257,3
Louis Murphy,MurpLo00,SFO,WR,-95,74,200,-0.35857469955882826,25.675675675675677,-0.358574699558828_74_200_25.6756756756757,3
Chris Conley,ConlCh00,KAN,WR,-95,74,207,-0.35857469955882826,26.574324324324323,-0.358574699558828_74_207_26.5743243243243,3
Tommylee Lewis,LewiTo00,NOR,WR,-96,67,168,-0.3731317454348246,26.309645800846514,-0.373131745434825_67_168_26.3096458008465,3
Jaydon Mickens,MickJa01,JAX,WR,-97,71,170,-0.38768879131082096,23.70759769886927,-0.387688791310821_71_170_23.7075976988693,3
Tion Green,GreeTi00,DET,RB,-97,72,220,-0.38768879131082096,29.834104938271604,-0.387688791310821_72_220_29.8341049382716,3
Josh Reynolds,ReynJo00,LAR,WR,-97,75,194,-0.38768879131082096,24.24568888888889,-0.387688791310821_75_194_24.2456888888889,3
Jay Cutler,CutlJa00,MIA,QB,-97,75,225,-0.38768879131082096,28.12,-0.387688791310821_75_225_28.12,3
Brandon Marshall,MarsBr00,NYG,WR,-98,76,229,-0.4022458371868173,27.87171052631579,-0.402245837186817_76_229_27.8717105263158,3
Terrance West,WestTe00,BAL,RB,-99,70,225,-0.41680288306281366,32.28061224489796,-0.416802883062814_70_225_32.280612244898,3
Tre McBride,McBrTr00,CHI,WR,-99,72,210,-0.41680288306281366,28.47800925925926,-0.416802883062814_72_210_28.4780092592593,3
Brandon Tate,TateBr00,BUF,WR,-99,73,195,-0.41680288306281366,25.724338525051603,-0.416802883062814_73_195_25.7243385250516,3
Darrius Heyward-Bey,HeywDa00,PIT,WR,-99,74,205,-0.41680288306281366,26.31756756756757,-0.416802883062814_74_205_26.3175675675676,3
Elijhaa Penny,PennEl00,ARI,RB,-99,74,247,-0.41680288306281366,31.70945945945946,-0.416802883062814_74_247_31.7094594594595,3
Jordan Taylor,TaylJo01,DEN,WR,-99,77,204,-0.41680288306281366,24.188227357058526,-0.416802883062814_77_204_24.1882273570585,3
Kapri Bibbs,BibbKa00,WAS,RB,-100,69,212,-0.43135992893881,31.30350766645663,-0.43135992893881_69_212_31.3035076664566,3
Kamar Aiken,AikeKa00,IND,WR,-100,74,213,-0.43135992893881,27.344594594594593,-0.43135992893881_74_213_27.3445945945946,3
Josh Malone,MaloJo00,CIN,WR,-100,75,208,-0.43135992893881,25.99537777777778,-0.43135992893881_75_208_25.9953777777778,3
Brenton Bersin,BersBr00,CAR,WR,-100,75,211,-0.43135992893881,26.37031111111111,-0.43135992893881_75_211_26.3703111111111,3
Maxx Williams,WillMa04,BAL,WR,-100,76,250,-0.43135992893881,30.42763157894737,-0.43135992893881_76_250_30.4276315789474,3
Daniel Brown,BrowDa04,CHI,WR,-100,77,225,-0.43135992893881,26.678191937932198,-0.43135992893881_77_225_26.6781919379322,3
Danny Woodhead,WoodDa02,BAL,RB,-101,69,200,-0.44591697481480636,29.531611006091158,-0.445916974814806_69_200_29.5316110060912,3
Marvin Hall,HallMa02,ATL,WR,-101,70,190,-0.44591697481480636,27.259183673469387,-0.445916974814806_70_190_27.2591836734694,3
Travis Rudolph,RudoTr00,NYG,WR,-101,72,189,-0.44591697481480636,25.630208333333332,-0.445916974814806_72_189_25.6302083333333,3
Maurice Harris,HarrMa05,WAS,WR,-101,75,200,-0.44591697481480636,24.995555555555555,-0.445916974814806_75_200_24.9955555555556,3
Hunter Sharp,SharHu01,2TM,WR,-102,71,198,-0.4604740206908027,27.612378496330095,-0.460474020690803_71_198_27.6123784963301,3
ArDarius Stewart,StewAr00,NYJ,WR,-102,71,204,-0.4604740206908027,28.449117238643126,-0.460474020690803_71_204_28.4491172386431,3
Freddie Martino,MartFr00,TAM,WR,-103,72,195,-0.47503106656679905,26.44386574074074,-0.475031066566799_72_195_26.4438657407407,3
Niles Paul,PaulNi00,WAS,WR,-103,73,225,-0.47503106656679905,29.681929067367236,-0.475031066566799_73_225_29.6819290673672,3
Jaelen Strong,StroJa01,2TM,WR,-103,75,215,-0.47503106656679905,26.87022222222222,-0.475031066566799_75_215_26.8702222222222,3
Mike Williams,WillMi07,LAC,WR,-103,76,218,-0.47503106656679905,26.532894736842106,-0.475031066566799_76_218_26.5328947368421,3
Jesus Wilson,WilsJe00,TAM,WR,-104,69,189,-0.4895881124427954,27.907372400756145,-0.489588112442795_69_189_27.9073724007561,3
Kaelin Clay,ClayKa00,2TM,WR,-104,70,190,-0.4895881124427954,27.259183673469387,-0.489588112442795_70_190_27.2591836734694,3
Thomas Rawls,RawlTh00,SEA,RB,-104,70,217,-0.4895881124427954,31.132857142857144,-0.489588112442795_70_217_31.1328571428571,3
Eddie Lacy,LacyEd00,SEA,RB,-104,71,231,-0.4895881124427954,32.21444157905177,-0.489588112442795_71_231_32.2144415790518,3
Mike Thomas,ThomMi04,LAR,WR,-104,73,197,-0.4895881124427954,25.988177894539312,-0.489588112442795_73_197_25.9881778945393,3
Tommy Bohanon,BohaTo00,JAX,RB,-104,73,246,-0.4895881124427954,32.45224244698818,-0.489588112442795_73_246_32.4522424469882,3
Chad Hansen,HansCh00,NYJ,WR,-104,74,202,-0.4895881124427954,25.93243243243243,-0.489588112442795_74_202_25.9324324324324,3
Xavier Grimble,GrimXa00,PIT,WR,-104,76,257,-0.4895881124427954,31.279605263157894,-0.489588112442795_76_257_31.2796052631579,3
Jerell Adams,AdamJe01,NYG,WR,-104,77,244,-0.4895881124427954,28.93101703491314,-0.489588112442795_77_244_28.9310170349131,3
Chris Thompson,ThomCh05,HOU,WR,-105,72,175,-0.5041451583187917,23.73167438271605,-0.504145158318792_72_175_23.7316743827161,3
Trevor Davis,DaviTr03,GNB,WR,-105,73,188,-0.5041451583187917,24.800900731844624,-0.504145158318792_73_188_24.8009007318446,3
Travaris Cadet,CadeTr00,2TM,RB,-105,73,210,-0.5041451583187917,27.70313379620942,-0.504145158318792_73_210_27.7031337962094,3
Breshad Perriman,PerrBr02,BAL,WR,-105,74,214,-0.5041451583187917,27.472972972972972,-0.504145158318792_74_214_27.472972972973,3
Kasen Williams,WillKa02,CLE,WR,-105,74,219,-0.5041451583187917,28.114864864864863,-0.504145158318792_74_219_28.1148648648649,3
Michael Floyd,FloyMi00,MIN,WR,-105,75,220,-0.5041451583187917,27.49511111111111,-0.504145158318792_75_220_27.4951111111111,3
Justin Hunter,HuntJu00,PIT,WR,-105,76,196,-0.5041451583187917,23.855263157894736,-0.504145158318792_76_196_23.8552631578947,3
Brian Quick,QuicBr00,WAS,WR,-105,76,209,-0.5041451583187917,25.4375,-0.504145158318792_76_209_25.4375,3
Neal Sterling,SterNe00,NYJ,WR,-105,76,235,-0.5041451583187917,28.601973684210527,-0.504145158318792_76_235_28.6019736842105,3
Brittan Golden,GoldBr00,ARI,WR,-106,71,186,-0.5187022041947881,25.938901011704026,-0.518702204194788_71_186_25.938901011704,3
Willie Snead,SneaWi00,NOR,WR,-106,71,195,-0.5187022041947881,27.194009125173576,-0.518702204194788_71_195_27.1940091251736,3
Pharoh Cooper*+,CoopPh00,LAR,WR,-106,71,208,-0.5187022041947881,29.006943066851814,-0.518702204194788_71_208_29.0069430668518,3
Bryce Treggs,TregBr00,CLE,WR,-106,72,185,-0.5187022041947881,25.087770061728396,-0.518702204194788_72_185_25.0877700617284,3
Leonte Carroo,CarrLe00,MIA,WR,-106,72,217,-0.5187022041947881,29.427276234567902,-0.518702204194788_72_217_29.4272762345679,3
Sammie Coates,CoatSa00,CLE,WR,-106,74,213,-0.5187022041947881,27.344594594594593,-0.518702204194788_74_213_27.3445945945946,3
Amara Darboh,DarbAm00,SEA,WR,-106,74,214,-0.5187022041947881,27.472972972972972,-0.518702204194788_74_214_27.472972972973,3
Derek Carrier,CarrDe00,LAR,WR,-106,75,238,-0.5187022041947881,29.744711111111112,-0.518702204194788_75_238_29.7447111111111,3
Jeremy Sprinkle,SpriJe00,WAS,WR,-106,77,252,-0.5187022041947881,29.87957497048406,-0.518702204194788_77_252_29.8795749704841,3
Tanner McEvoy,McEvTa01,SEA,WR,-106,78,230,-0.5187022041947881,26.576265614727152,-0.518702204194788_78_230_26.5762656147272,3
Chad Williams,WillCh05,ARI,WR,-107,73,204,-0.5332592500707845,26.911615687746295,-0.533259250070784_73_204_26.9116156877463,3
Vince Mayle,MaylVi00,BAL,WR,-107,74,224,-0.5332592500707845,28.756756756756758,-0.533259250070784_74_224_28.7567567567568,3
Markus Wheaton,WheaMa00,CHI,WR,-108,71,189,-0.5478162959467808,26.357270382860545,-0.547816295946781_71_189_26.3572703828605,3
Bernard Reedy,ReedBe01,2TM,WR,-109,69,175,-0.5623733418227771,25.84015963032976,-0.562373341822777_69_175_25.8401596303298,3
Quan Bray,BrayQu00,IND,WR,-109,70,186,-0.5623733418227771,26.685306122448978,-0.562373341822777_70_186_26.685306122449,3
Jared Abbrederis,AbbrJa00,DET,WR,-109,73,195,-0.5623733418227771,25.724338525051603,-0.562373341822777_73_195_25.7243385250516,3
Tanner Gentry,GentTa00,CHI,WR,-109,73,208,-0.5623733418227771,27.439294426721712,-0.562373341822777_73_208_27.4392944267217,3
Michael Clark,ClarMi00,GNB,WR,-109,78,217,-0.5623733418227771,25.074128862590403,-0.562373341822777_78_217_25.0741288625904,3
Jojo Natson,NatsJo00,NYJ,WR,-110,67,153,-0.5769303876987735,23.96057028291379,-0.576930387698773_67_153_23.9605702829138,3
Ryan Switzer,SwitRy00,DAL,WR,-110,68,181,-0.5769303876987735,27.517949826989618,-0.576930387698773_68_181_27.5179498269896,3
Kenjon Barner,BarnKe00,PHI,RB,-110,69,196,-0.5769303876987735,28.940978785969335,-0.576930387698773_69_196_28.9409787859693,3
Nick Williams,WillNi02,ATL,WR,-110,70,184,-0.5769303876987735,26.398367346938777,-0.576930387698773_70_184_26.3983673469388,3
Robert Turbin,TurbRo00,IND,RB,-110,70,222,-0.5769303876987735,31.850204081632654,-0.576930387698773_70_222_31.8502040816327,3
Stevan Ridley,RidlSt00,PIT,RB,-110,71,230,-0.5769303876987735,32.0749851219996,-0.576930387698773_71_230_32.0749851219996,3
Marcus Johnson,JohnMa07,PHI,WR,-110,73,204,-0.5769303876987735,26.911615687746295,-0.576930387698773_73_204_26.9116156877463,3
Jordan Leslie,LeslJo00,CLE,WR,-110,73,209,-0.5769303876987735,27.571214111465565,-0.576930387698773_73_209_27.5712141114656,3
Noah Brown,BrowNo00,DAL,WR,-110,74,222,-0.5769303876987735,28.5,-0.576930387698773_74_222_28.5,3
Chris Matthews,MattCh00,BAL,WR,-110,77,218,-0.5769303876987735,25.84820374430764,-0.576930387698773_77_218_25.8482037443076,3
Antony Auclair,AuclAn00,TAM,WR,-110,77,256,-0.5769303876987735,30.353853938269523,-0.576930387698773_77_256_30.3538539382695,3
Cameron Artis-Payne,ArtiCa00,CAR,RB,-111,70,212,-0.5914874335747698,30.41551020408163,-0.59148743357477_70_212_30.4155102040816,3
Chris Johnson,JohnCh04,ARI,RB,-111,71,195,-0.5914874335747698,27.194009125173576,-0.59148743357477_71_195_27.1940091251736,3
DeAndrew White,WhitDe01,HOU,WR,-111,72,192,-0.5914874335747698,26.037037037037038,-0.59148743357477_72_192_26.037037037037,3
Griff Whalen,WhalGr00,BAL,WR,-111,73,185,-0.5914874335747698,24.40514167761306,-0.59148743357477_73_185_24.4051416776131,3
Jehu Chesson,ChesJe00,KAN,WR,-111,75,204,-0.5914874335747698,25.495466666666665,-0.59148743357477_75_204_25.4954666666667,3
Allen Robinson,RobiAl02,JAX,WR,-111,75,220,-0.5914874335747698,27.49511111111111,-0.59148743357477_75_220_27.4951111111111,3
Eric Weems,WeemEr00,TEN,WR,-112,68,182,-0.6060444794507662,27.669982698961938,-0.606044479450766_68_182_27.6699826989619,3
Harry Douglas,DougHa00,TEN,WR,-112,71,170,-0.6060444794507662,23.70759769886927,-0.606044479450766_71_170_23.7075976988693,3
Shelton Gibson,GibsSh00,PHI,WR,-112,71,191,-0.6060444794507662,26.636183296964887,-0.606044479450766_71_191_26.6361832969649,3
Anthony Sherman,SherAn00,KAN,RB,-112,71,244,-0.6060444794507662,34.02737552073001,-0.606044479450766_71_244_34.02737552073,3
D.J. Foster,FostD.01,ARI,RB,-112,72,195,-0.6060444794507662,26.44386574074074,-0.606044479450766_72_195_26.4438657407407,3
Larry Pinkard,PinkLa00,JAX,WR,-112,72,196,-0.6060444794507662,26.579475308641975,-0.606044479450766_72_196_26.579475308642,3
Cobi Hamilton,HamiCo00,HOU,WR,-112,74,212,-0.6060444794507662,27.216216216216218,-0.606044479450766_74_212_27.2162162162162,3
Arrelious Benn,BennAr00,JAX,WR,-112,74,225,-0.6060444794507662,28.885135135135137,-0.606044479450766_74_225_28.8851351351351,3
Kevin White,WhitKe00,CHI,WR,-112,75,210,-0.6060444794507662,26.245333333333335,-0.606044479450766_75_210_26.2453333333333,3
Jeff Janis,JaniJe00,GNB,WR,-112,75,219,-0.6060444794507662,27.37013333333333,-0.606044479450766_75_219_27.3701333333333,3
Darius Powe,PoweDa02,NYG,WR,-112,75,220,-0.6060444794507662,27.49511111111111,-0.606044479450766_75_220_27.4951111111111,3
Paul Perkins,PerkPa00,NYG,RB,-113,70,210,-0.6206015253267625,30.12857142857143,-0.620601525326762_70_210_30.1285714285714,3
C.J. Ham,HamxC.00,MIN,RB,-113,71,235,-0.6206015253267625,32.772267407260465,-0.620601525326762_71_235_32.7722674072605,3
Jamize Olawale,OlawJa00,OAK,RB,-113,72,235,-0.6206015253267625,31.868248456790123,-0.620601525326762_72_235_31.8682484567901,3
James Conner,ConnJa00,PIT,RB,-113,73,233,-0.6206015253267625,30.73728654531807,-0.620601525326762_73_233_30.7372865453181,3
Isaiah McKenzie,McKeIs00,DEN,WR,-114,67,173,-0.6351585712027589,27.092670973490755,-0.635158571202759_67_173_27.0926709734908,3
Kalif Raymond,RaymKa00,2TM,WR,-114,69,160,-0.6351585712027589,23.625288804872927,-0.635158571202759_69_160_23.6252888048729,3
Fozzy Whittaker,WhitFo00,CAR,RB,-114,70,202,-0.6351585712027589,28.98081632653061,-0.635158571202759_70_202_28.9808163265306,3
John Ross,RossJo00,CIN,WR,-114,71,188,-0.6351585712027589,26.217813925808372,-0.635158571202759_71_188_26.2178139258084,3
Andre Roberts,RobeAn00,ATL,WR,-114,71,192,-0.6351585712027589,26.77563975401706,-0.635158571202759_71_192_26.7756397540171,3
Roosevelt Nix,NixxRo01,PIT,RB,-114,71,260,-0.6351585712027589,36.258678833564765,-0.635158571202759_71_260_36.2586788335648,3
Jeremy Hill,HillJe01,CIN,RB,-114,73,233,-0.6351585712027589,30.73728654531807,-0.635158571202759_73_233_30.7372865453181,3
Terron Ward,WardTe00,ATL,RB,-115,67,201,-0.6497156170787552,31.47761194029851,-0.649715617078755_67_201_31.4776119402985,3
Matt Haack,HaacMa00,MIA,WR,-115,72,205,-0.6497156170787552,27.799961419753085,-0.649715617078755_72_205_27.7999614197531,3
Darren Sproles,SproDa00,PHI,RB,-116,66,181,-0.6642726629547516,29.21097337006428,-0.664272662954752_66_181_29.2109733700643,3
Branden Oliver,OlivBr01,LAC,RB,-116,67,208,-0.6642726629547516,32.57384718200044,-0.664272662954752_67_208_32.5738471820004,3
De'Angelo Henderson,HendDe01,DEN,RB,-116,67,208,-0.6642726629547516,32.57384718200044,-0.664272662954752_67_208_32.5738471820004,3
Lance Dunbar,DunbLa00,LAR,RB,-116,68,191,-0.6642726629547516,29.038278546712803,-0.664272662954752_68_191_29.0382785467128,3
C.J. Prosise,ProsC.00,SEA,RB,-116,73,220,-0.6642726629547516,29.022330643647965,-0.664272662954752_73_220_29.022330643648,3
Trey Edmunds,EdmuTr00,NOR,RB,-116,73,223,-0.6642726629547516,29.418089697879527,-0.664272662954752_73_223_29.4180896978795,3
Andy Janovich,JanoAn00,DEN,RB,-116,73,230,-0.6642726629547516,30.34152749108651,-0.664272662954752_73_230_30.3415274910865,3
Zach Line,LineZa01,NOR,RB,-117,73,230,-0.6788297088307479,30.34152749108651,-0.678829708830748_73_230_30.3415274910865,3
Zach Zenner,ZennZa00,DET,RB,-118,72,220,-0.6933867547067443,29.834104938271604,-0.693386754706744_72_220_29.8341049382716,3
Mitch Trubisky,TrubMi00,CHI,QB,-118,74,222,-0.6933867547067443,28.5,-0.693386754706744_74_222_28.5,3
Marcus Murphy,MurpMa03,BUF,RB,-120,68,188,-0.722500846458737,28.58217993079585,-0.722500846458737_68_188_28.5821799307958,3
Byron Marshall,MarsBy01,WAS,RB,-120,69,201,-0.722500846458737,29.679269061121612,-0.722500846458737_69_201_29.6792690611216,3
Brandon Bolden,BoldBr00,NWE,RB,-120,71,220,-0.722500846458737,30.68042055147788,-0.722500846458737_71_220_30.6804205514779,3
Tre Madden,MaddTr01,SEA,RB,-120,72,223,-0.722500846458737,30.24093364197531,-0.722500846458737_72_223_30.2409336419753,3
Brian Hill,HillBr02,2TM,RB,-120,73,219,-0.722500846458737,28.89041095890411,-0.722500846458737_73_219_28.8904109589041,3
David Johnson,JohnDa08,ARI,RB,-120,73,224,-0.722500846458737,29.550009382623383,-0.722500846458737_73_224_29.5500093826234,3
Jalston Fowler,FowlJa00,TEN,RB,-121,71,264,-0.7370578923347333,36.81650466177346,-0.737057892334733_71_264_36.8165046617735,3
Dwayne Washington,WashDw00,DET,RB,-121,73,221,-0.7370578923347333,29.154250328391818,-0.737057892334733_73_221_29.1542503283918,3
Aaron Rodgers,RodgAa00,GNB,QB,-121,74,223,-0.7370578923347333,28.62837837837838,-0.737057892334733_74_223_28.6283783783784,3
Derek Watt,WattDe00,LAC,RB,-121,74,234,-0.7370578923347333,30.04054054054054,-0.737057892334733_74_234_30.0405405405405,3
Akeem Hunt,HuntAk01,KAN,RB,-122,69,184,-0.7516149382107297,27.169082125603865,-0.75161493821073_69_184_27.1690821256039,3
Tyler Ervin,ErviTy00,HOU,RB,-122,70,192,-0.7516149382107297,27.54612244897959,-0.75161493821073_70_192_27.5461224489796,3
Aaron Ripkowski,RipkAa00,GNB,RB,-122,73,255,-0.7516149382107297,33.639519609682864,-0.75161493821073_73_255_33.6395196096829,3
Matthew Dayes,DayeMa00,CLE,RB,-123,69,205,-0.766171984086726,30.269901281243435,-0.766171984086726_69_205_30.2699012812434,2
Mack Brown,BrowMa02,2TM,RB,-123,71,215,-0.766171984086726,29.983138266217022,-0.766171984086726_71_215_29.983138266217,2
Lawrence Thomas,ThomLa04,NYJ,RB,-123,76,281,-0.766171984086726,34.20065789473684,-0.766171984086726_76_281_34.2006578947368,2
Fitzgerald Toussaint,TousFi00,PIT,RB,-124,70,200,-0.7807290299627224,28.693877551020407,-0.780729029962722_70_200_28.6938775510204,2
De'Veon Smith,SmitDe06,MIA,RB,-124,71,223,-0.7807290299627224,31.0987899226344,-0.780729029962722_71_223_31.0987899226344,2
Andre Williams,WillAn00,LAC,RB,-124,71,230,-0.7807290299627224,32.0749851219996,-0.780729029962722_71_230_32.0749851219996,2
Senorise Perry,PerrSe00,MIA,RB,-124,72,206,-0.7807290299627224,27.93557098765432,-0.780729029962722_72_206_27.9355709876543,2
Keith Smith,SmitKe03,DAL,RB,-124,72,232,-0.7807290299627224,31.46141975308642,-0.780729029962722_72_232_31.4614197530864,2
Derrick Coleman,ColeDe00,ATL,RB,-124,72,233,-0.7807290299627224,31.597029320987655,-0.780729029962722_72_233_31.5970293209877,2
Patrick DiMarco,DiMaPa00,BUF,RB,-124,73,240,-0.7807290299627224,31.66072433852505,-0.780729029962722_73_240_31.660724338525,2
