Name,playerid,Team,Pos,PER,height,weight,z_score,BMI,combined_data,label
Stanley Johnson,johnsst04,DET,SF,7.9,79,245,-1.318316723850506,27.597340169844575,-1.31831672385051_79_245_27.5973401698446,1
Zach Collins,colliza01,POR,C,7.9,84,232,-1.318316723850506,23.114512471655328,-1.31831672385051_84_232_23.1145124716553,1
P.J. Tucker,tuckepj01,HOU,SF,7.8,78,245,-1.3389340978182498,28.309500328731097,-1.33893409781825_78_245_28.3095003287311,1
Sindarius Thornwell,thornsi01,LAC,SG,7.7,77,212,-1.3595514717859933,25.136785292629447,-1.35955147178599_77_212_25.1367852926294,1
Marcus Georges-Hunt,georgma01,MIN,SG,7.7,77,216,-1.3595514717859933,25.61106426041491,-1.35955147178599_77_216_25.6110642604149,1
Jawun Evans,evansja01,LAC,PG,7.5,72,185,-1.4007862197214807,25.087770061728396,-1.40078621972148_72_185_25.0877700617284,1
J.R. Smith,smithjr01,CLE,SG,7.5,78,225,-1.4007862197214807,25.99852071005917,-1.40078621972148_78_225_25.9985207100592,1
Sean Kilpatrick,kilpase01,TOT,SG,7.4,76,210,-1.4214035936892242,25.55921052631579,-1.42140359368922_76_210_25.5592105263158,1
Frank Ntilikina,ntilila01,NYK,PG,7.4,77,190,-1.4214035936892242,22.528250969809413,-1.42140359368922_77_190_22.5282509698094,1
Timothe Luwawu-Cabarrot,luwawti01,PHI,SF,7.2,78,205,-1.4626383416247115,23.687541091387246,-1.46263834162471_78_205_23.6875410913872,1
Justin Jackson,jacksju01,SAC,SF,7.1,80,200,-1.4832557155924553,21.96875,-1.48325571559246_80_200_21.96875,1
Quincy Acy,acyqu01,BRK,PF,7,79,240,-1.5038730895601988,27.034129145970198,-1.5038730895602_79_240_27.0341291459702,1
Dragan Bender,bendedr01,PHO,PF,6.9,85,225,-1.5244904635279424,21.89273356401384,-1.52449046352794_85_225_21.8927335640138,1
Josh Huestis,huestjo01,OKC,PF,6.4,79,230,-1.6275773333666606,25.90770709822144,-1.62757733336666_79_230_25.9077070982214,0
Lance Thomas,thomala01,NYK,PF,6.1,80,235,-1.6894294552698916,25.81328125,-1.68942945526989_80_235_25.81328125,0
Malachi Richardson,richama01,SAC,SG,6,78,205,-1.7100468292376352,23.687541091387246,-1.71004682923764_78_205_23.6875410913872,0
Bobby Brown,brownbo02,HOU,PG,5.5,74,175,-1.8131336990763534,22.466216216216218,-1.81313369907635_74_175_22.4662162162162,0
DeAndre Liggins,liggide01,TOT,SG,5.3,78,209,-1.854368447011841,24.14973701512163,-1.85436844701184_78_209_24.1497370151216,0
Terrance Ferguson,fergute01,OKC,SG,5.2,79,184,-1.874985820979584,20.72616567857715,-1.87498582097958_79_184_20.7261656785771,0
DeAndre Liggins,liggide01,MIL,SG,5,78,209,-1.9162205689150715,24.14973701512163,-1.91622056891507_78_209_24.1497370151216,0
Abdel Nader,naderab01,BOS,SF,5,78,230,-1.9162205689150715,26.576265614727152,-1.91622056891507_78_230_26.5762656147272,0
Arron Afflalo,afflaar01,ORL,SG,4.8,77,210,-1.957455316850559,24.899645808736718,-1.95745531685056_77_210_24.8996458087367,0
Dwayne Bacon,bacondw01,CHO,SG,4.8,78,222,-1.957455316850559,25.651873767258383,-1.95745531685056_78_222_25.6518737672584,0
Semi Ojeleye,ojelese01,BOS,PF,4.5,79,241,-2.0193074387537897,27.146771350745073,-2.01930743875379_79_241_27.1467713507451,0
Paul Zipser,zipsepa01,CHI,SF,3.8,80,215,-2.1636290565279954,23.61640625,-2.163629056528_80_215_23.61640625,0
